2025-09-03T00:01:55 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T12:56:18 | Enrichment check | eur_at1_issuance | section=medium
2025-09-03T13:00:16 | Enrichment check | eur_at1_issuance | section=current
2025-09-03T14:54:55 | Retrieved articles | German 10Y Bund Yield | Retrieved 10 from API
2025-09-03T15:11:01 | Error | - | Query error | German 10Y Bund Yield | No module named 'graph_articles'
2025-09-03T15:22:40 | Retrieved articles | China Exports | Retrieved 10 from API
2025-09-03T15:30:16 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T15:30:17 | Node relationship created | fed_policy->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T15:30:17 | Replacement of article skipped | fed_policy | no competing candidates in timeframe fundamental
2025-09-03T15:30:17 | Added article | SYW6ODSU1 | to existing topic fed_policy
2025-09-03T15:34:09 | Node relationship removed | spx->us_unemployment_claims | type=CORRELATES_WITH
2025-09-03T15:34:10 | Node relationship created | spx->copper | type=CORRELATES_WITH
2025-09-03T15:34:10 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T15:34:10 | Added article | JN74DW4IO | to existing topic spx
2025-09-03T15:34:34 | Node relationship created | us_inflation->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T15:34:35 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T15:34:35 | Added article | JN74DW4IO | to existing topic us_inflation
2025-09-03T15:34:36 | Enrichment check | china_exports | section=fundamental
2025-09-03T15:34:36 | Enrichment check | china_exports | section=medium
2025-09-03T15:34:36 | Enrichment check | china_exports | section=current
2025-09-03T15:34:36 | Enrichment summary | topic=china_exports (China Exports) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T15:34:37 | Pipeline complete | pipeline | run complete
2025-09-03T15:34:41 | Retrieved articles | US Unemployment Claims | Retrieved 10 from API
2025-09-03T15:41:16 | Enrichment check | us_unemployment_claims | section=fundamental
2025-09-03T15:41:16 | Enrichment check | us_unemployment_claims | section=medium
2025-09-03T15:41:16 | Enrichment check | us_unemployment_claims | section=current
2025-09-03T15:41:17 | Enrichment summary | topic=us_unemployment_claims (US Unemployment Claims) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T15:41:17 | Pipeline complete | pipeline | run complete
2025-09-03T15:41:22 | Retrieved articles | China Credit Impulse | Retrieved 10 from API
2025-09-03T15:45:10 | Node relationship removed | spx->us_services_pmi | type=CORRELATES_WITH
2025-09-03T15:45:11 | Node relationship created | spx->us_unemployment_claims | type=CORRELATES_WITH
2025-09-03T15:45:11 | Replacement of article skipped | spx | no competing candidates in timeframe fundamental
2025-09-03T15:45:11 | Added article | 41OHB6E3E | to existing topic spx
2025-09-03T15:47:32 | Node relationship created | uk_30yr_gilt_yield->fed_rate_cut_sept17_2025 | type=CORRELATES_WITH
2025-09-03T15:47:32 | Replacement of article skipped | uk_30yr_gilt_yield | no competing candidates in timeframe current
2025-09-03T15:47:33 | Added article | B8LUJFL4R | to existing topic uk_30yr_gilt_yield
2025-09-03T15:48:40 | Node relationship removed | gbpusd->us_inflation | type=CORRELATES_WITH
2025-09-03T15:48:41 | Node relationship created | gbpusd->gold | type=CORRELATES_WITH
2025-09-03T15:48:41 | Replacement of article skipped | gbpusd | no competing candidates in timeframe current
2025-09-03T15:48:41 | Added article | B8LUJFL4R | to existing topic gbpusd
2025-09-03T15:50:04 | Node relationship removed | us_inflation->ust30y | type=INFLUENCES
2025-09-03T15:50:04 | Node relationship created | us_inflation->us_services_pmi | type=INFLUENCES
2025-09-03T15:50:05 | Replacement of article skipped | us_inflation | no competing candidates in timeframe medium
2025-09-03T15:50:05 | Added article | 3IZ2HIQAK | to existing topic us_inflation
2025-09-03T15:51:33 | Node relationship removed | us_core_pce->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T15:51:33 | Node relationship created | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T15:51:34 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe medium
2025-09-03T15:51:34 | Added article | 3IZ2HIQAK | to existing topic us_core_pce
2025-09-03T15:52:09 | Node relationship removed | fed_policy->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T15:52:10 | Node relationship created | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T15:52:10 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T15:52:11 | Added article | 3IZ2HIQAK | to existing topic fed_policy
2025-09-03T15:52:25 | Enrichment check | china_credit_impulse | section=fundamental
2025-09-03T15:53:42 | Enrichment check | china_credit_impulse | section=medium
2025-09-03T15:53:48 | Retrieved articles | US 30Y Treasury Yield | Retrieved 10 from API
2025-09-03T16:00:44 | Node relationship created | cn_russia_gas_pipeline->china_pos2_pipeline | type=COMPONENT_OF
2025-09-03T16:00:45 | Replacement of article skipped | cn_russia_gas_pipeline | tf=fundamental cnt=3 < 5
2025-09-03T16:00:45 | Added article | 4JHAI4R66 | to existing topic cn_russia_gas_pipeline
2025-09-03T16:01:55 | Node relationship removed | ust10y->sx5e | type=INFLUENCES
2025-09-03T16:01:56 | Node relationship created | ust10y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:01:56 | Replacement of article skipped | ust10y | no competing candidates in timeframe fundamental
2025-09-03T16:01:57 | Added article | 4JHAI4R66 | to existing topic ust10y
2025-09-03T16:03:36 | Node relationship removed | us_inflation->us_services_pmi | type=INFLUENCES
2025-09-03T16:03:36 | Node relationship created | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:03:37 | Replacement of article skipped | us_inflation | no competing candidates in timeframe fundamental
2025-09-03T16:03:37 | Added article | 4JHAI4R66 | to existing topic us_inflation
2025-09-03T16:04:06 | Node relationship removed | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:04:07 | Node relationship created | us_core_pce->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:04:07 | Replacement of article skipped | us_core_pce | tf=fundamental cnt=4 < 5
2025-09-03T16:04:08 | Added article | 4JHAI4R66 | to existing topic us_core_pce
2025-09-03T16:05:58 | Retrieved articles | Copper | Retrieved 10 from API
2025-09-03T16:07:05 | Node relationship removed | spx->fed_policy | type=CORRELATES_WITH
2025-09-03T16:07:05 | Node relationship created | spx->us_services_pmi | type=CORRELATES_WITH
2025-09-03T16:07:05 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T16:07:05 | Added article | DDRPN77NL | to existing topic spx
2025-09-03T16:09:02 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T16:09:02 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-03T16:09:02 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T16:09:03 | Added article | DDRPN77NL | to existing topic fed_policy
2025-09-03T16:10:59 | Relationship duplicate | spx->ust5y | type=INFLUENCES
2025-09-03T16:11:00 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T16:11:00 | Added article | 3VTIABPY7 | to existing topic spx
2025-09-03T16:12:11 | Enrichment check | ust30y | section=fundamental
2025-09-03T16:12:12 | Enrichment check | ust30y | section=medium
2025-09-03T16:12:12 | Enrichment check | ust30y | section=current
2025-09-03T16:12:12 | Enrichment summary | topic=ust30y (US 30Y Treasury Yield) | 0 new fundamental articles, 0 new medium articles, 0 new current articles
2025-09-03T16:12:12 | Pipeline complete | pipeline | run complete
2025-09-03T16:12:15 | Retrieved articles | Boeing | Retrieved 6 from API
2025-09-03T16:16:08 | Node relationship created | ba->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:16:09 | Replacement of article skipped | ba | no competing candidates in timeframe medium
2025-09-03T16:16:09 | Added article | AXSW3G5GP | to existing topic ba
2025-09-03T16:18:25 | Node relationship created | ba->eu_defense_spending | type=COMPONENT_OF
2025-09-03T16:18:25 | Replacement of article skipped | ba | no competing candidates in timeframe medium
2025-09-03T16:18:25 | Added article | XWT7DG4U0 | to existing topic ba
2025-09-03T16:18:35 | Node relationship removed | ust10y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:18:35 | Node relationship created | ust10y->oil_price_decline | type=INFLUENCES
2025-09-03T16:18:35 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T16:18:35 | Added article | GXD4CPBSQ | to existing topic ust10y
2025-09-03T16:23:53 | Node relationship removed | ba->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:23:54 | Node relationship created | us_unemployment_claims->ba | type=INFLUENCES
2025-09-03T16:23:54 | Replacement of article skipped | ba | no competing candidates in timeframe medium
2025-09-03T16:23:54 | Added article | ZRIVCTK1I | to existing topic ba
2025-09-03T16:24:02 | Node relationship removed | fed_policy->gbpusd | type=INFLUENCES
2025-09-03T16:24:03 | Node relationship created | fed_policy->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:24:03 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T16:24:03 | Added article | 7ZSVHRORC | to existing topic fed_policy
2025-09-03T16:25:43 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:25:44 | Node relationship created | us_inflation->ust30y | type=INFLUENCES
2025-09-03T16:25:44 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T16:25:44 | Added article | 7ZSVHRORC | to existing topic us_inflation
2025-09-03T16:28:25 | Node relationship created | ba->sx5e | type=CORRELATES_WITH
2025-09-03T16:28:26 | Replacement of article skipped | ba | no competing candidates in timeframe current
2025-09-03T16:28:26 | Added article | VO9X1LCWH | to existing topic ba
2025-09-03T16:28:31 | Node relationship removed | us_core_pce->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:28:31 | Node relationship created | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:28:31 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T16:28:31 | Added article | 7ZSVHRORC | to existing topic us_core_pce
2025-09-03T16:29:50 | Node relationship removed | us_services_pmi->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:29:50 | Node relationship created | us_services_pmi->us_unemployment_claims | type=INFLUENCES
2025-09-03T16:29:50 | Replacement of article skipped | us_services_pmi | no competing candidates in timeframe current
2025-09-03T16:29:50 | Added article | 7ZSVHRORC | to existing topic us_services_pmi
2025-09-03T16:30:51 | Replacement of article skipped | us_crude_inventory | tf=current cnt=1 < 5
2025-09-03T16:30:51 | Added article | 7ZSVHRORC | to existing topic us_crude_inventory
2025-09-03T16:31:00 | Node relationship created | ba->ust30y | type=CORRELATES_WITH
2025-09-03T16:31:00 | Replacement of article skipped | ba | no competing candidates in timeframe current
2025-09-03T16:31:01 | Added article | NO2ID3B4D | to existing topic ba
2025-09-03T16:32:54 | Node relationship removed | ust10y->oil_price_decline | type=INFLUENCES
2025-09-03T16:32:54 | Node relationship created | ust10y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:32:55 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T16:32:55 | Added article | 7ZSVHRORC | to existing topic ust10y
2025-09-03T16:34:46 | Node relationship removed | ust30y->uk_30yr_gilt_yield | type=CORRELATES_WITH
2025-09-03T16:34:46 | Node relationship created | ust30y->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-09-03T16:34:46 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T16:34:46 | Added article | 7ZSVHRORC | to existing topic ust30y
2025-09-03T16:35:03 | Node relationship created | fed_rate_cut_sept17_2025->ba | type=INFLUENCES
2025-09-03T16:35:03 | Replacement of article skipped | ba | no competing candidates in timeframe medium
2025-09-03T16:35:03 | Added article | QDN565ZYJ | to existing topic ba
2025-09-03T16:37:37 | Node relationship removed | ust2y->gilt10y | type=INFLUENCES
2025-09-03T16:37:37 | Node relationship created | ust2y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:37:37 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T16:37:37 | Added article | 7ZSVHRORC | to existing topic ust2y
2025-09-03T16:37:48 | Node relationship removed | fed_policy->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:37:48 | Node relationship created | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T16:37:48 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T16:37:48 | Added article | QDN565ZYJ | to existing topic fed_policy
2025-09-03T16:40:07 | Node relationship removed | ust5y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T16:40:07 | Node relationship created | ust5y->usdcny | type=INFLUENCES
2025-09-03T16:40:07 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T16:40:07 | Added article | 7ZSVHRORC | to existing topic ust5y
2025-09-03T16:40:16 | Node relationship removed | ust10y->ust30y | type=INFLUENCES
2025-09-03T16:40:16 | Node relationship created | ust10y->jgb10y | type=INFLUENCES
2025-09-03T16:40:17 | Replacement of article skipped | ust10y | no competing candidates in timeframe medium
2025-09-03T16:40:17 | Added article | QDN565ZYJ | to existing topic ust10y
2025-09-03T16:41:24 | Node relationship created | gold->oil_price_decline | type=INFLUENCES
2025-09-03T16:41:24 | Replacement of article skipped | gold | no competing candidates in timeframe current
2025-09-03T16:41:24 | Added article | 7ZSVHRORC | to existing topic gold
2025-09-03T16:42:10 | Node relationship removed | ust2y->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:42:10 | Node relationship created | ust2y->usdcny | type=INFLUENCES
2025-09-03T16:42:10 | Replacement of article skipped | ust2y | no competing candidates in timeframe medium
2025-09-03T16:42:10 | Added article | QDN565ZYJ | to existing topic ust2y
2025-09-03T16:42:39 | Node relationship removed | wti->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T16:42:39 | Node relationship created | wti->ust30y | type=INFLUENCES
2025-09-03T16:42:39 | Replacement of article skipped | wti | no competing candidates in timeframe current
2025-09-03T16:42:39 | Added article | 7ZSVHRORC | to existing topic wti
2025-09-03T16:43:29 | Node relationship removed | ust5y->fed_rate_cut_sept17_2025 | type=INFLUENCES
